,Sea,Date,LID,HID,AID,Open,OddsH,OddsD,OddsA,HSC,ASC,H,D,A
11771,2006,2006-09-10,C1,476,133,2006-09-06,0.0,0.0,0.0,0,0,0,1,0
11772,2006,2006-09-10,C1,224,242,2006-09-06,0.0,0.0,0.0,2,2,0,1,0
11773,2006,2006-09-10,D1,472,128,2006-09-06,0.0,0.0,0.0,1,0,1,0,0
11774,2006,2006-09-10,D1,428,89,2006-09-06,0.0,0.0,0.0,2,1,1,0,0
11775,2006,2006-09-10,D1,30,190,2006-09-06,0.0,0.0,0.0,0,0,0,1,0
11776,2006,2006-09-10,C1,230,474,2006-09-06,0.0,0.0,0.0,1,1,0,1,0
11777,2006,2006-09-10,D1,132,338,2006-09-06,0.0,0.0,0.0,4,3,1,0,0
11778,2006,2006-09-10,D1,47,86,2006-09-06,0.0,0.0,0.0,5,3,1,0,0
11779,2006,2006-09-10,Q1,215,601,2006-09-06,3.54,3.52,2.18,1,3,0,0,1
11780,2006,2006-09-10,Q1,216,159,2006-09-06,1.66,4.06,5.69,3,0,1,0,0
11781,2006,2006-09-10,Q1,498,345,2006-09-06,2.54,3.43,2.94,0,1,0,0,1
11782,2006,2006-09-10,D1,91,276,2006-09-06,0.0,0.0,0.0,0,0,0,1,0
11783,2006,2006-09-10,B1,421,514,2006-09-06,0.0,0.0,0.0,1,1,0,1,0
11784,2006,2006-09-10,B1,388,368,2006-09-06,0.0,0.0,0.0,0,3,0,0,1
11785,2006,2006-09-11,F1,416,171,2006-09-07,0.0,0.0,0.0,0,2,0,0,1
11786,2006,2006-09-11,F1,546,81,2006-09-07,0.0,0.0,0.0,2,1,1,0,0
11787,2006,2006-09-11,R1,410,240,2006-09-07,3.5,3.73,2.12,1,2,0,0,1
11788,2006,2006-09-11,R1,407,263,2006-09-07,2.41,3.64,2.98,1,2,0,0,1
11789,2006,2006-09-11,R1,161,233,2006-09-07,1.31,5.94,10.0,0,2,0,0,1
11790,2006,2006-09-12,H5,597,380,2006-09-08,0.0,0.0,0.0,2,3,0,0,1
11791,2006,2006-09-12,H5,584,228,2006-09-08,0.0,0.0,0.0,1,0,1,0,0
11792,2006,2006-09-12,H5,523,451,2006-09-08,0.0,0.0,0.0,1,4,0,0,1
11793,2006,2006-09-12,H5,508,76,2006-09-08,0.0,0.0,0.0,1,1,0,1,0
11794,2006,2006-09-12,H5,501,585,2006-09-08,0.0,0.0,0.0,0,1,0,0,1
11795,2006,2006-09-12,H5,244,245,2006-09-08,0.0,0.0,0.0,2,0,1,0,0
11796,2006,2006-09-12,H5,142,135,2006-09-08,0.0,0.0,0.0,2,1,1,0,0
11797,2006,2006-09-12,R1,273,362,2006-09-08,2.95,3.64,2.42,3,1,1,0,0
11798,2006,2006-09-12,R1,260,285,2006-09-08,3.69,3.78,2.04,1,4,0,0,1
11799,2006,2006-09-12,H5,101,326,2006-09-08,0.0,0.0,0.0,1,1,0,1,0
11800,2006,2006-09-12,H5,24,262,2006-09-08,0.0,0.0,0.0,1,0,1,0,0
11801,2006,2006-09-12,H5,21,510,2006-09-08,0.0,0.0,0.0,4,0,1,0,0
11802,2006,2006-09-12,H5,413,192,2006-09-08,0.0,0.0,0.0,1,0,1,0,0
11803,2006,2006-09-13,S1,168,170,2006-09-09,0.0,0.0,0.0,0,1,0,0,1
11804,2006,2006-09-13,S1,181,167,2006-09-09,0.0,0.0,0.0,1,1,0,1,0
11805,2006,2006-09-14,F1,11,383,2006-09-10,0.0,0.0,0.0,1,1,0,1,0
11806,2006,2006-09-14,F1,305,548,2006-09-10,0.0,0.0,0.0,0,0,0,1,0
11807,2006,2006-09-14,F1,577,356,2006-09-10,0.0,0.0,0.0,0,0,0,1,0
11808,2006,2006-09-14,F1,79,397,2006-09-10,0.0,0.0,0.0,4,1,1,0,0
11809,2006,2006-09-14,S1,126,545,2006-09-10,0.0,0.0,0.0,1,1,0,1,0
11810,2006,2006-09-15,F1,96,354,2006-09-11,0.0,0.0,0.0,0,2,0,0,1
11811,2006,2006-09-15,D1,128,559,2006-09-11,0.0,0.0,0.0,4,2,1,0,0
11812,2006,2006-09-15,B1,431,388,2006-09-11,0.0,0.0,0.0,5,0,1,0,0
11813,2006,2006-09-16,E1,117,251,2006-09-12,1.3,5.86,10.0,0,0,0,1,0
11814,2006,2006-09-16,E1,430,486,2006-09-12,2.02,3.63,3.91,2,1,1,0,0
11815,2006,2006-09-16,D1,276,558,2006-09-12,0.0,0.0,0.0,2,0,1,0,0
11816,2006,2006-09-16,D1,86,30,2006-09-12,0.0,0.0,0.0,3,1,1,0,0
11817,2006,2006-09-16,B1,17,421,2006-09-12,0.0,0.0,0.0,3,0,1,0,0
11818,2006,2006-09-16,H5,597,326,2006-09-12,0.0,0.0,0.0,1,0,1,0,0
11819,2006,2006-09-16,R1,362,161,2006-09-12,2.54,3.65,2.8,0,1,0,0,1
11820,2006,2006-09-16,H5,523,228,2006-09-12,0.0,0.0,0.0,1,1,0,1,0
11821,2006,2006-09-16,E1,143,61,2006-09-12,1.51,4.5,7.07,1,0,1,0,0
11822,2006,2006-09-16,A1,432,390,2006-09-12,3.4,3.61,2.2,2,3,0,0,1
11823,2006,2006-09-16,A1,33,83,2006-09-12,2.46,3.55,2.96,1,3,0,0,1
11824,2006,2006-09-16,A1,34,437,2006-09-12,2.14,3.64,3.53,3,2,1,0,0
11825,2006,2006-09-16,H5,21,394,2006-09-12,0.0,0.0,0.0,1,3,0,0,1
11826,2006,2006-09-16,H5,24,585,2006-09-12,0.0,0.0,0.0,2,3,0,0,1
11827,2006,2006-09-16,H5,101,510,2006-09-12,0.0,0.0,0.0,1,0,1,0,0
11828,2006,2006-09-16,H5,142,380,2006-09-12,0.0,0.0,0.0,2,1,1,0,0
11829,2006,2006-09-16,H5,584,262,2006-09-12,0.0,0.0,0.0,1,0,1,0,0
11830,2006,2006-09-16,H5,244,192,2006-09-12,0.0,0.0,0.0,2,2,0,1,0
11831,2006,2006-09-16,H5,496,135,2006-09-12,0.0,0.0,0.0,3,1,1,0,0
11832,2006,2006-09-16,H5,501,76,2006-09-12,0.0,0.0,0.0,0,1,0,0,1
11833,2006,2006-09-16,H5,508,451,2006-09-12,0.0,0.0,0.0,1,1,0,1,0
11834,2006,2006-09-16,C1,133,417,2006-09-12,0.0,0.0,0.0,1,0,1,0,0
11835,2006,2006-09-16,C1,565,242,2006-09-12,0.0,0.0,0.0,0,0,0,1,0
11836,2006,2006-09-16,R1,240,284,2006-09-12,3.01,3.67,2.38,1,1,0,1,0
11837,2006,2006-09-16,D1,557,47,2006-09-12,0.0,0.0,0.0,5,1,1,0,0
11838,2006,2006-09-16,R1,233,266,2006-09-12,3.01,3.67,2.38,2,2,0,1,0
11839,2006,2006-09-16,H5,413,245,2006-09-12,0.0,0.0,0.0,1,1,0,1,0
11840,2006,2006-09-16,D1,338,428,2006-09-12,0.0,0.0,0.0,0,0,0,1,0
11841,2006,2006-09-16,C1,40,470,2006-09-12,0.0,0.0,0.0,2,1,1,0,0
11842,2006,2006-09-16,N1,269,590,2006-09-12,0.0,0.0,0.0,1,2,0,0,1
11843,2006,2006-09-16,S1,124,182,2006-09-12,0.0,0.0,0.0,1,0,1,0,0
11844,2006,2006-09-16,Q1,535,215,2006-09-12,1.68,4.02,5.47,0,2,0,0,1
11845,2006,2006-09-16,M1,75,423,2006-09-12,0.0,0.0,0.0,0,0,0,1,0
11846,2006,2006-09-16,L1,52,596,2006-09-12,0.0,0.0,0.0,1,3,0,0,1
11847,2006,2006-09-16,M1,289,203,2006-09-12,0.0,0.0,0.0,1,0,1,0,0
11848,2006,2006-09-16,M1,77,255,2006-09-12,0.0,0.0,0.0,2,0,1,0,0
11849,2006,2006-09-16,N1,298,193,2006-09-12,0.0,0.0,0.0,1,1,0,1,0
11850,2006,2006-09-16,Q1,351,213,2006-09-12,2.1,3.57,3.72,1,1,0,1,0
11851,2006,2006-09-16,L1,114,300,2006-09-12,0.0,0.0,0.0,3,2,1,0,0
11852,2006,2006-09-16,L1,384,20,2006-09-12,0.0,0.0,0.0,3,1,1,0,0
11853,2006,2006-09-16,L1,441,468,2006-09-12,0.0,0.0,0.0,2,1,1,0,0
11854,2006,2006-09-16,L1,487,318,2006-09-12,0.0,0.0,0.0,1,2,0,0,1
11855,2006,2006-09-16,L1,399,236,2006-09-12,0.0,0.0,0.0,0,2,0,0,1
11856,2006,2006-09-16,Q1,488,216,2006-09-12,3.31,3.49,2.29,0,0,0,1,0
11857,2006,2006-09-16,M1,141,310,2006-09-12,0.0,0.0,0.0,0,1,0,0,1
11858,2006,2006-09-16,M1,140,513,2006-09-12,0.0,0.0,0.0,1,2,0,0,1
11859,2006,2006-09-16,M1,258,550,2006-09-12,0.0,0.0,0.0,0,1,0,0,1
11860,2006,2006-09-16,L1,334,204,2006-09-12,0.0,0.0,0.0,1,0,1,0,0
11861,2006,2006-09-17,E1,592,588,2006-09-13,2.07,3.6,3.77,2,0,1,0,0
11862,2006,2006-09-17,Q1,450,498,2006-09-13,2.33,3.48,3.23,0,0,0,1,0
11863,2006,2006-09-17,Q1,159,207,2006-09-13,1.92,3.69,4.26,0,0,0,1,0
11864,2006,2006-09-17,Q1,601,331,2006-09-13,1.69,4.01,5.46,1,0,1,0,0
11865,2006,2006-09-17,A1,290,463,2006-09-13,2.0,3.72,3.9,0,1,0,0,1
11866,2006,2006-09-17,C1,185,475,2006-09-13,0.0,0.0,0.0,1,0,1,0,0
11867,2006,2006-09-17,R1,2,260,2006-09-13,1.47,4.88,7.24,1,0,1,0,0
11868,2006,2006-09-17,R1,263,273,2006-09-13,2.41,3.66,2.96,1,1,0,1,0
11869,2006,2006-09-17,I1,562,294,2006-09-13,2.21,3.64,3.35,0,2,0,0,1
11870,2006,2006-09-17,E1,341,528,2006-09-13,3.24,3.5,2.32,0,1,0,0,1
11871,2006,2006-09-17,E1,122,60,2006-09-13,4.43,3.76,1.87,1,1,0,1,0
11872,2006,2006-09-17,Q1,345,497,2006-09-13,1.87,3.74,4.45,0,0,0,1,0
11873,2006,2006-09-17,B1,368,112,2006-09-13,0.0,0.0,0.0,1,0,1,0,0
11874,2006,2006-09-17,L1,569,405,2006-09-13,0.0,0.0,0.0,3,2,1,0,0
11875,2006,2006-09-17,C1,230,225,2006-09-13,0.0,0.0,0.0,3,4,0,0,1
11876,2006,2006-09-17,N1,438,301,2006-09-13,0.0,0.0,0.0,1,0,1,0,0
11877,2006,2006-09-17,N1,381,299,2006-09-13,0.0,0.0,0.0,1,1,0,1,0
11878,2006,2006-09-17,N1,10,403,2006-09-13,0.0,0.0,0.0,1,3,0,0,1
11879,2006,2006-09-17,N1,157,404,2006-09-13,0.0,0.0,0.0,1,0,1,0,0
11880,2006,2006-09-17,N1,374,361,2006-09-13,0.0,0.0,0.0,4,3,1,0,0
11881,2006,2006-09-17,A1,256,442,2006-09-13,2.9,3.54,2.51,1,2,0,0,1
11882,2006,2006-09-17,A1,445,188,2006-09-13,2.31,3.58,3.2,1,0,1,0,0
11883,2006,2006-09-17,A1,78,257,2006-09-13,2.02,3.7,3.82,0,0,0,1,0
11884,2006,2006-09-17,A1,65,88,2006-09-13,1.2,7.56,10.0,0,0,0,1,0
11885,2006,2006-09-17,A1,63,396,2006-09-13,1.66,4.16,5.5,1,1,0,1,0
11886,2006,2006-09-17,L1,321,313,2006-09-13,0.0,0.0,0.0,3,4,0,0,1
11887,2006,2006-09-17,I1,29,198,2006-09-13,3.03,3.59,2.39,2,1,1,0,0
11888,2006,2006-09-17,Q1,217,100,2006-09-13,3.26,3.48,2.31,0,1,0,0,1
11889,2006,2006-09-17,S1,170,98,2006-09-13,0.0,0.0,0.0,2,0,1,0,0
11890,2006,2006-09-17,I1,261,259,2006-09-13,2.07,3.71,3.66,2,2,0,1,0
11891,2006,2006-09-17,I1,519,206,2006-09-13,1.62,4.28,5.71,0,3,0,0,1
11892,2006,2006-09-17,I1,286,329,2006-09-13,1.74,4.04,4.9,4,1,1,0,0
11893,2006,2006-09-17,I1,333,522,2006-09-13,5.75,4.29,1.62,0,2,0,0,1
11894,2006,2006-09-17,D1,471,132,2006-09-13,0.0,0.0,0.0,2,2,0,1,0
11895,2006,2006-09-17,M1,481,123,2006-09-13,0.0,0.0,0.0,0,0,0,1,0
11896,2006,2006-09-17,D1,89,472,2006-09-13,0.0,0.0,0.0,2,3,0,0,1
11897,2006,2006-09-17,D1,190,99,2006-09-13,0.0,0.0,0.0,3,0,1,0,0
11898,2006,2006-09-17,D1,87,552,2006-09-13,0.0,0.0,0.0,2,4,0,0,1
11899,2006,2006-09-17,C1,227,224,2006-09-13,0.0,0.0,0.0,2,0,1,0,0
11900,2006,2006-09-17,C1,424,474,2006-09-13,0.0,0.0,0.0,1,0,1,0,0
11901,2006,2006-09-17,C1,137,492,2006-09-13,0.0,0.0,0.0,1,0,1,0,0
11902,2006,2006-09-17,C1,476,295,2006-09-13,0.0,0.0,0.0,2,0,1,0,0
11903,2006,2006-09-17,C1,247,67,2006-09-13,0.0,0.0,0.0,4,0,1,0,0
11904,2006,2006-09-17,S1,545,181,2006-09-13,0.0,0.0,0.0,1,1,0,1,0
11905,2006,2006-09-17,B1,514,389,2006-09-13,0.0,0.0,0.0,2,2,0,1,0
11906,2006,2006-09-17,S1,80,168,2006-09-13,0.0,0.0,0.0,1,2,0,0,1
11907,2006,2006-09-17,S1,402,169,2006-09-13,0.0,0.0,0.0,1,0,1,0,0
11908,2006,2006-09-17,S1,167,506,2006-09-13,0.0,0.0,0.0,2,1,1,0,0
11909,2006,2006-09-18,H5,135,413,2006-09-14,0.0,0.0,0.0,0,1,0,0,1
11910,2006,2006-09-18,R1,407,285,2006-09-14,3.71,3.8,2.03,3,2,1,0,0
11911,2006,2006-09-18,R1,316,410,2006-09-14,1.26,6.54,10.0,3,0,1,0,0
11912,2006,2006-09-19,H5,326,496,2006-09-15,0.0,0.0,0.0,2,0,1,0,0
11913,2006,2006-09-19,H5,76,101,2006-09-15,0.0,0.0,0.0,2,1,1,0,0
11914,2006,2006-09-19,H5,262,142,2006-09-15,0.0,0.0,0.0,3,1,1,0,0
11915,2006,2006-09-19,H5,510,584,2006-09-15,0.0,0.0,0.0,1,0,1,0,0
11916,2006,2006-09-19,H5,228,24,2006-09-15,0.0,0.0,0.0,2,2,0,1,0
11917,2006,2006-09-19,H5,585,597,2006-09-15,0.0,0.0,0.0,1,2,0,0,1
11918,2006,2006-09-19,H5,245,21,2006-09-15,0.0,0.0,0.0,1,2,0,0,1
11919,2006,2006-09-19,H5,380,523,2006-09-15,0.0,0.0,0.0,0,0,0,1,0
11920,2006,2006-09-19,H5,451,244,2006-09-15,0.0,0.0,0.0,0,0,0,1,0
11921,2006,2006-09-19,H5,394,508,2006-09-15,0.0,0.0,0.0,4,0,1,0,0
11922,2006,2006-09-19,H5,192,501,2006-09-15,0.0,0.0,0.0,4,2,1,0,0
11923,2006,2006-09-20,S1,8,126,2006-09-16,0.0,0.0,0.0,0,3,0,0,1
11924,2006,2006-09-20,C1,247,424,2006-09-16,0.0,0.0,0.0,4,0,1,0,0
11925,2006,2006-09-20,C1,417,230,2006-09-16,0.0,0.0,0.0,2,0,1,0,0
11926,2006,2006-09-20,C1,67,185,2006-09-16,0.0,0.0,0.0,2,1,1,0,0
11927,2006,2006-09-20,C1,224,295,2006-09-16,0.0,0.0,0.0,1,0,1,0,0
11928,2006,2006-09-20,R1,273,240,2006-09-16,1.84,3.97,4.36,2,0,1,0,0
11929,2006,2006-09-20,R1,233,263,2006-09-16,2.4,3.66,2.98,1,1,0,1,0
11930,2006,2006-09-20,R1,161,2,2006-09-16,1.92,3.89,4.06,0,1,0,0,1
11931,2006,2006-09-20,I1,294,29,2006-09-16,3.08,3.62,2.35,1,0,1,0,0
11932,2006,2006-09-20,R1,260,284,2006-09-16,3.35,3.72,2.18,1,4,0,0,1
11933,2006,2006-09-21,C1,242,40,2006-09-17,0.0,0.0,0.0,2,2,0,1,0
11934,2006,2006-09-21,C1,475,476,2006-09-17,0.0,0.0,0.0,0,1,0,0,1
11935,2006,2006-09-21,C1,133,565,2006-09-17,0.0,0.0,0.0,1,1,0,1,0
11936,2006,2006-09-21,C1,474,227,2006-09-17,0.0,0.0,0.0,1,1,0,1,0
11937,2006,2006-09-21,F1,548,96,2006-09-17,0.0,0.0,0.0,0,0,0,1,0
11938,2006,2006-09-21,R1,362,316,2006-09-17,2.16,3.73,3.4,2,2,0,1,0
11939,2006,2006-09-21,R1,266,285,2006-09-17,2.46,3.65,2.89,3,3,0,1,0
11940,2006,2006-09-21,F1,383,546,2006-09-17,0.0,0.0,0.0,2,0,1,0,0
11941,2006,2006-09-21,F1,302,416,2006-09-17,0.0,0.0,0.0,0,0,0,1,0
11942,2006,2006-09-21,F1,12,305,2006-09-17,0.0,0.0,0.0,2,1,1,0,0
11943,2006,2006-09-21,R1,407,410,2006-09-17,1.49,4.75,6.85,0,2,0,0,1
11944,2006,2006-09-21,B1,388,514,2006-09-17,0.0,0.0,0.0,0,1,0,0,1
11945,2006,2006-09-22,H5,101,21,2006-09-18,0.0,0.0,0.0,2,0,1,0,0
11946,2006,2006-09-22,C1,470,492,2006-09-18,0.0,0.0,0.0,3,2,1,0,0
11947,2006,2006-09-22,C1,225,137,2006-09-18,0.0,0.0,0.0,1,0,1,0,0
11948,2006,2006-09-22,B1,431,17,2006-09-18,0.0,0.0,0.0,0,0,0,1,0
11949,2006,2006-09-23,L1,313,399,2006-09-19,0.0,0.0,0.0,2,3,0,0,1
11950,2006,2006-09-23,L1,236,321,2006-09-19,0.0,0.0,0.0,4,0,1,0,0
11951,2006,2006-09-23,L1,52,114,2006-09-19,0.0,0.0,0.0,1,0,1,0,0
11952,2006,2006-09-23,M1,75,289,2006-09-19,0.0,0.0,0.0,2,3,0,0,1
11953,2006,2006-09-23,L1,596,384,2006-09-19,0.0,0.0,0.0,2,1,1,0,0
11954,2006,2006-09-23,L1,441,487,2006-09-19,0.0,0.0,0.0,1,0,1,0,0
11955,2006,2006-09-23,L1,300,334,2006-09-19,0.0,0.0,0.0,2,0,1,0,0
11956,2006,2006-09-23,M1,423,481,2006-09-19,0.0,0.0,0.0,3,2,1,0,0
11957,2006,2006-09-23,L1,468,405,2006-09-19,0.0,0.0,0.0,1,0,1,0,0
11958,2006,2006-09-23,B1,112,389,2006-09-19,0.0,0.0,0.0,1,1,0,1,0
11959,2006,2006-09-23,A1,33,34,2006-09-19,2.56,3.54,2.84,1,2,0,0,1
11960,2006,2006-09-23,H5,597,496,2006-09-19,0.0,0.0,0.0,2,2,0,1,0
11961,2006,2006-09-23,D1,552,86,2006-09-19,0.0,0.0,0.0,0,3,0,0,1
11962,2006,2006-09-23,D1,428,557,2006-09-19,0.0,0.0,0.0,3,1,1,0,0
11963,2006,2006-09-23,D1,338,91,2006-09-19,0.0,0.0,0.0,1,1,0,1,0
11964,2006,2006-09-23,S1,98,167,2006-09-19,0.0,0.0,0.0,1,2,0,0,1
11965,2006,2006-09-23,S1,169,8,2006-09-19,0.0,0.0,0.0,1,0,1,0,0
11966,2006,2006-09-23,S1,126,124,2006-09-19,0.0,0.0,0.0,1,2,0,0,1
11967,2006,2006-09-23,Q1,100,345,2006-09-19,2.05,3.56,3.89,1,2,0,0,1
11968,2006,2006-09-23,H5,585,451,2006-09-19,0.0,0.0,0.0,3,0,1,0,0
11969,2006,2006-09-23,Q1,215,159,2006-09-19,2.22,3.48,3.47,2,1,1,0,0
11970,2006,2006-09-23,N1,404,298,2006-09-19,0.0,0.0,0.0,0,2,0,0,1
11971,2006,2006-09-23,N1,590,10,2006-09-19,0.0,0.0,0.0,1,1,0,1,0
11972,2006,2006-09-23,N1,322,269,2006-09-19,0.0,0.0,0.0,0,0,0,1,0
11973,2006,2006-09-23,E1,61,341,2006-09-19,1.69,4.01,5.44,2,1,1,0,0
11974,2006,2006-09-23,E1,483,122,2006-09-19,1.13,9.66,10.0,4,0,1,0,0
11975,2006,2006-09-23,E1,251,592,2006-09-19,2.65,3.44,2.8,0,0,0,1,0
11976,2006,2006-09-23,E1,588,430,2006-09-19,2.0,3.63,3.99,2,1,1,0,0
11977,2006,2006-09-23,A1,188,290,2006-09-19,2.57,3.54,2.83,2,1,1,0,0
11978,2006,2006-09-23,Q1,497,450,2006-09-19,1.76,3.85,5.06,3,0,1,0,0
11979,2006,2006-09-23,H5,508,413,2006-09-19,0.0,0.0,0.0,0,1,0,0,1
11980,2006,2006-09-23,D1,47,87,2006-09-19,0.0,0.0,0.0,5,0,1,0,0
11981,2006,2006-09-23,H5,380,326,2006-09-19,0.0,0.0,0.0,0,1,0,0,1
11982,2006,2006-09-23,A1,568,63,2006-09-19,1.76,3.97,4.83,2,0,1,0,0
11983,2006,2006-09-23,H5,501,244,2006-09-19,0.0,0.0,0.0,2,3,0,0,1
11984,2006,2006-09-23,C1,40,475,2006-09-19,0.0,0.0,0.0,3,1,1,0,0
11985,2006,2006-09-23,H5,24,523,2006-09-19,0.0,0.0,0.0,2,0,1,0,0
11986,2006,2006-09-23,H5,76,394,2006-09-19,0.0,0.0,0.0,2,0,1,0,0
11987,2006,2006-09-23,H5,135,245,2006-09-19,0.0,0.0,0.0,0,1,0,0,1
11988,2006,2006-09-23,H5,142,584,2006-09-19,0.0,0.0,0.0,4,1,1,0,0
11989,2006,2006-09-23,C1,227,230,2006-09-19,0.0,0.0,0.0,1,3,0,0,1
11990,2006,2006-09-23,H5,262,228,2006-09-19,0.0,0.0,0.0,2,2,0,1,0
11991,2006,2006-09-23,M1,123,77,2006-09-19,0.0,0.0,0.0,1,3,0,0,1
11992,2006,2006-09-23,M1,255,258,2006-09-19,0.0,0.0,0.0,0,1,0,0,1
11993,2006,2006-09-23,M1,310,140,2006-09-19,0.0,0.0,0.0,1,3,0,0,1
11994,2006,2006-09-23,H5,192,510,2006-09-19,0.0,0.0,0.0,1,1,0,1,0
11995,2006,2006-09-24,D1,559,276,2006-09-20,0.0,0.0,0.0,0,0,0,1,0
11996,2006,2006-09-24,Q1,216,217,2006-09-20,1.95,3.64,4.21,2,1,1,0,0
11997,2006,2006-09-24,Q1,498,213,2006-09-20,1.93,3.65,4.27,2,2,0,1,0
11998,2006,2006-09-24,Q1,207,488,2006-09-20,2.21,3.48,3.49,1,0,1,0,0
11999,2006,2006-09-24,Q1,331,535,2006-09-20,2.11,3.53,3.73,2,0,1,0,0
12000,2006,2006-09-24,Q1,351,601,2006-09-20,2.51,3.41,2.99,0,2,0,0,1
12001,2006,2006-09-24,C1,474,225,2006-09-20,0.0,0.0,0.0,3,0,1,0,0
12002,2006,2006-09-24,C1,295,133,2006-09-20,0.0,0.0,0.0,1,1,0,1,0
12003,2006,2006-09-24,C1,492,476,2006-09-20,0.0,0.0,0.0,3,1,1,0,0
12004,2006,2006-09-24,C1,224,417,2006-09-20,0.0,0.0,0.0,0,1,0,0,1
12005,2006,2006-09-24,C1,470,185,2006-09-20,0.0,0.0,0.0,1,0,1,0,0
12006,2006,2006-09-24,D1,472,190,2006-09-20,0.0,0.0,0.0,1,1,0,1,0
12007,2006,2006-09-24,D1,99,471,2006-09-20,0.0,0.0,0.0,3,1,1,0,0
12008,2006,2006-09-24,C1,424,137,2006-09-20,0.0,0.0,0.0,0,1,0,0,1
12009,2006,2006-09-24,D1,30,89,2006-09-20,0.0,0.0,0.0,2,0,1,0,0
12010,2006,2006-09-24,E1,528,117,2006-09-20,2.25,3.5,3.39,1,1,0,1,0
12011,2006,2006-09-24,C1,565,67,2006-09-20,0.0,0.0,0.0,0,0,0,1,0
12012,2006,2006-09-24,A1,88,78,2006-09-20,3.31,3.6,2.24,1,3,0,0,1
12013,2006,2006-09-24,A1,442,82,2006-09-20,1.51,4.58,6.86,1,1,0,1,0
12014,2006,2006-09-24,R1,263,362,2006-09-20,3.04,3.68,2.35,2,2,0,1,0
12015,2006,2006-09-24,M1,203,141,2006-09-20,0.0,0.0,0.0,1,1,0,1,0
12016,2006,2006-09-24,M1,513,550,2006-09-20,0.0,0.0,0.0,1,0,1,0,0
12017,2006,2006-09-24,I1,562,261,2006-09-20,4.87,4.04,1.75,2,1,1,0,0
12018,2006,2006-09-24,I1,329,198,2006-09-20,7.12,4.74,1.48,1,2,0,0,1
12019,2006,2006-09-24,I1,294,333,2006-09-20,1.55,4.5,6.36,1,1,0,1,0
12020,2006,2006-09-24,D1,558,132,2006-09-20,0.0,0.0,0.0,1,2,0,0,1
12021,2006,2006-09-24,A1,257,445,2006-09-20,2.01,3.71,3.86,0,1,0,0,1
12022,2006,2006-09-24,A1,396,65,2006-09-20,6.55,4.48,1.54,0,1,0,0,1
12023,2006,2006-09-24,I1,259,29,2006-09-20,1.82,3.93,4.49,4,1,1,0,0
12024,2006,2006-09-24,I1,199,519,2006-09-20,2.19,3.66,3.38,3,1,1,0,0
12025,2006,2006-09-24,A1,437,432,2006-09-20,1.78,3.95,4.76,1,0,1,0,0
12026,2006,2006-09-24,A1,83,463,2006-09-20,2.21,3.61,3.37,2,0,1,0,0
12027,2006,2006-09-24,B1,421,368,2006-09-20,0.0,0.0,0.0,1,2,0,0,1
12028,2006,2006-09-24,C1,242,247,2006-09-20,0.0,0.0,0.0,4,0,1,0,0
12029,2006,2006-09-24,E1,486,485,2006-09-20,2.26,3.5,3.36,0,2,0,0,1
12030,2006,2006-09-24,E1,60,143,2006-09-20,2.61,3.44,2.85,1,0,1,0,0
12031,2006,2006-09-24,I1,522,206,2006-09-20,1.43,4.99,7.94,0,0,0,1,0
12032,2006,2006-09-24,L1,318,204,2006-09-20,0.0,0.0,0.0,3,2,1,0,0
12033,2006,2006-09-24,N1,301,374,2006-09-20,0.0,0.0,0.0,1,1,0,1,0
12034,2006,2006-09-24,L1,20,569,2006-09-20,0.0,0.0,0.0,3,0,1,0,0
12035,2006,2006-09-24,N1,361,381,2006-09-20,0.0,0.0,0.0,1,2,0,0,1
12036,2006,2006-09-24,S1,168,545,2006-09-20,0.0,0.0,0.0,0,1,0,0,1
12037,2006,2006-09-24,S1,506,80,2006-09-20,0.0,0.0,0.0,2,1,1,0,0
12038,2006,2006-09-24,N1,299,94,2006-09-20,0.0,0.0,0.0,0,0,0,1,0
12039,2006,2006-09-24,A1,390,256,2006-09-20,2.08,3.67,3.66,1,0,1,0,0
12040,2006,2006-09-25,F1,354,11,2006-09-21,0.0,0.0,0.0,1,1,0,1,0
12041,2006,2006-09-25,R1,285,233,2006-09-21,1.61,4.39,5.66,0,0,0,1,0
12042,2006,2006-09-25,R1,240,161,2006-09-21,4.45,4.02,1.81,2,0,1,0,0
12043,2006,2006-09-25,R1,316,260,2006-09-21,1.47,4.89,7.21,0,0,0,1,0
12044,2006,2006-09-25,F1,356,81,2006-09-21,0.0,0.0,0.0,4,0,1,0,0
12045,2006,2006-09-25,F1,302,171,2006-09-21,0.0,0.0,0.0,2,3,0,0,1
12046,2006,2006-09-26,H5,496,394,2006-09-22,0.0,0.0,0.0,1,2,0,0,1
12047,2006,2006-09-26,R1,410,273,2006-09-22,4.77,4.11,1.75,0,3,0,0,1
12048,2006,2006-09-26,R1,284,407,2006-09-22,1.66,4.27,5.29,2,0,1,0,0
12049,2006,2006-09-26,R1,2,266,2006-09-22,1.95,3.87,3.94,0,2,0,0,1
12050,2006,2006-09-27,F1,416,383,2006-09-23,0.0,0.0,0.0,2,0,1,0,0
12051,2006,2006-09-27,F1,79,548,2006-09-23,0.0,0.0,0.0,1,1,0,1,0
12052,2006,2006-09-27,F1,577,12,2006-09-23,0.0,0.0,0.0,1,2,0,0,1
12053,2006,2006-09-28,S1,182,170,2006-09-24,0.0,0.0,0.0,0,2,0,0,1
12054,2006,2006-09-28,B1,388,112,2006-09-24,6.36,4.64,1.53,0,1,0,0,1
